name_project,name_truncated,sector_en,all_sectors,n_types,budget_project,area_sqm,region,city,is_multi_region,area_parse_status,has_budget,start_date,end_date,duration_days,start_year,start_date_precision,end_date_precision,status_en,is_at_risk,sectors,status_project,region_project
مول البساتين,False,Commercial,"['Commercial', 'Hospitality', 'Leisure/Tourism']",3,,51000.0,Al-Riyadh,شقراء,False,ok,False,,2016-12-31,,,,year-level,Delayed,True,تجاري,متأخر,"منطقة الرياض, شقراء"
المجمعة مول – Almajmaah Mall,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,40000.0,Al-Riyadh,المجمعة,False,ok,False,2014-04-21,2016-12-31,985.0,2014.0,exact,year-level,Completed,False,تجاري,مكتمل,"منطقة الرياض, المجمعة"
منتجع كراون بلازا الخبر – Crowne Plaza Resort Al Khobar,False,Commercial,"['Commercial', 'Hospitality']",2,,47600.0,Eastern Region,الخبر,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الخبر"
فندق المدعج بالخبر,False,Commercial,"['Commercial', 'Hospitality']",2,,,Eastern Region,الخبر,False,empty,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الخبر"
دونز سنتر,False,Commercial,"['Commercial', 'Leisure/Tourism', 'Residential']",3,,,Makkah Al-Mokarramah,جدة,False,empty,False,2015-09-01,,,2015.0,month-level,,Cancelled,True,تجاري,ملغي,"منطقة مكة المكرمة, جدة"
مركز 7060,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
الرويشد جراند مول – AL Roished Grand Mall,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,85000.0,Al-Riyadh,الرياض,False,ok,False,2014-06-28,,,2014.0,exact,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مبنى تجاري مستدام,False,Commercial,['Commercial'],1,24000000.0,,Eastern Region,الظهران,False,empty,True,2015-03-01,2015-12-31,305.0,2015.0,month-level,year-level,Delayed,True,تجاري,متأخر,"المنطقة الشرقية, الظهران"
جيتواي مول –  Gateway Mall,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,26100.0,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
سكن منسوبي وزارة الحرس الوطني,False,Commercial,"['Commercial', 'Education', 'Government', 'Health', 'Religious/Charity', 'Residential']",6,1500000000.0,718468.0,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,ok,True,,2017-12-31,,,,year-level,Delayed,True,تجاري,متأخر,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
راديسون بلو بريدة – Radisson Blu Buraidah,False,Commercial,"['Commercial', 'Hospitality']",2,,4400.0,Al-Qaseem,بريدة,False,ok,False,,2017-09-01,,,,exact,Delayed,True,تجاري,متأخر,"منطقة القصيم, بريدة"
مركز الأبحاث – Think Tank,False,Leisure/Tourism,"['Commercial', 'Hospitality', 'Leisure/Tourism', 'Scientific']",4,,,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,empty,False,,,,,,,Proposed,False,ترفيهي/سياحي,المشاريع المقترحة,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
مركز التاله جاردينز الاجتماعي – Talah Gardens Community Center,False,Leisure/Tourism,"['Leisure/Tourism', 'Sports']",2,,5200.0,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,ok,False,2017-12-01,,,2017.0,month-level,,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
مجمع التكنولوجيا والثقافة – Technology and Culture Aggregator,False,Leisure/Tourism,"['Leisure/Tourism', 'Scientific']",2,,208000.0,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,ok,False,,,,,,,Proposed,False,ترفيهي/سياحي,المشاريع المقترحة,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
مدينة الطيار – Al Tayyar City,False,Leisure/Tourism,"['Commercial', 'Hospitality', 'Leisure/Tourism']",3,,278709.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Proposed,False,ترفيهي/سياحي,المشاريع المقترحة,"منطقة الرياض, الرياض"
متحف سابك – Sabic Museum,False,Leisure/Tourism,['Leisure/Tourism'],1,,19000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"منطقة الرياض, الرياض"
المخيم البحري لشركة شيفرون – Saudi Chevron Beach Camp,False,Leisure/Tourism,['Leisure/Tourism'],1,,15000.0,Eastern Region,الجبيل الصناعية,False,ok,False,2016-01-01,2017-11-30,699.0,2016.0,year-level,month-level,Completed,False,ترفيهي/سياحي,مكتمل,"المنطقة الشرقية, الجبيل الصناعية"
حلم أبها  –  The Dream of Abha,False,Leisure/Tourism,"['Commercial', 'Government', 'Hospitality', 'Infrastructure', 'Leisure/Tourism']",5,,17000000.0,Aseer,أبها,False,ok,False,,,,,,,Proposed,False,ترفيهي/سياحي,المشاريع المقترحة,"منطقة عسير, أبها"
منتزه التلال – Tilal Park,False,Leisure/Tourism,['Leisure/Tourism'],1,,800000.0,Eastern Region,الجبيل الصناعية,False,ok,False,2013-07-01,2020-05-31,2526.0,2013.0,month-level,month-level,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"المنطقة الشرقية, الجبيل الصناعية"
ضاحية الحسينية – Al Husayniyah Subrub,False,Leisure/Tourism,"['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Religious/Charity', 'Residential']",6,,7541130.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"مكة المكرمة, منطقة مكة المكرمة"
قرية بريدة التراثية – Burydah Heritage Village,False,Leisure/Tourism,"['Government', 'Leisure/Tourism']",2,7222359.0,24000.0,Al-Qaseem,بريدة,False,ok,True,2018-06-27,2020-07-31,765.0,2018.0,exact,month-level,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"منطقة القصيم, بريدة"
ردسي مول (التوسعة الثانية) – (Red Sea Mall (2nd Expansion,False,Leisure/Tourism,"['Commercial', 'Leisure/Tourism']",2,,13000.0,Makkah Al-Mokarramah,جدة,False,ok,False,2017-08-03,2018-12-31,515.0,2017.0,exact,year-level,Delayed,True,ترفيهي/سياحي,متأخر,"منطقة مكة المكرمة, جدة"
لاغونا – Lagoona,False,Leisure/Tourism,['Leisure/Tourism'],1,18500000000.0,7800000.0,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,ok,True,,,,,,,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
منتجعات شرما – Sharma Resorts,False,Leisure/Tourism,"['Commercial', 'Leisure/Tourism']",2,,105000.0,Tabouk,شرما,False,ok,False,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"منطقة تبوك, شرما"
اوبرا جدة – Jeddah Opera,False,Leisure/Tourism,['Leisure/Tourism'],1,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"منطقة مكة المكرمة, جدة"
قرية البحر الأحمر – Red Sea Village,False,Leisure/Tourism,"['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Residential']",5,,3600000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"منطقة مكة المكرمة, جدة"
القدية – Qiddiya,False,Leisure/Tourism,"['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Residential', 'Sports']",6,,,Al-Riyadh,القدية,False,linear_distance_not_area,False,2018-04-29,,,2018.0,exact,,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,القدية
الجوهرة مول – ALJOHARAH MALL,False,Leisure/Tourism,"['Commercial', 'Leisure/Tourism']",2,,104000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"منطقة مكة المكرمة, جدة"
تاون سكوير – Town Square,False,Leisure/Tourism,"['Commercial', 'Leisure/Tourism']",2,,37917.0,Makkah Al-Mokarramah,جدة,False,ok,False,2019-05-01,2020-12-31,610.0,2019.0,month-level,year-level,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
مركز الترفيه العائلي – Family Entertainment Center,False,Leisure/Tourism,"['Commercial', 'Leisure/Tourism']",2,,9700.0,Makkah Al-Mokarramah,جدة,False,ok,False,2017-06-01,,,2017.0,month-level,,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
اجريت افينيو – Egret Avenue,False,Leisure/Tourism,['Leisure/Tourism'],1,,50000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Proposed,False,ترفيهي/سياحي,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
القرية التراثية  – Historical Village,False,Leisure/Tourism,"['Government', 'Leisure/Tourism']",2,35000000.0,110000.0,Al-Baha,الباحة,False,ok,True,2014-03-15,,,2014.0,exact,,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"منطقة الباحة, الباحة"
مركز احتفالات طبرجل – Tabarjal Festival Center,False,Leisure/Tourism,"['Government', 'Leisure/Tourism']",2,,180000.0,Al-Jouf,طبرجل,False,ok,False,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"منطقة الجوف, طبرجل"
متحف الاحساء الإقليمي – Al Ahsa Museum,False,Leisure/Tourism,['Leisure/Tourism'],1,80000000.0,23426.0,Eastern Region,الأحساء,False,ok,True,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"المنطقة الشرقية, الأحساء"
متحف الجوف الاقليمي – Al Jouf Regional Museum,False,Leisure/Tourism,"['Government', 'Leisure/Tourism']",2,37863000.0,7000.0,Al-Jouf,دومة الجندل,False,ok,True,2011-06-12,2017-04-30,2149.0,2011.0,exact,month-level,Completed,False,ترفيهي/سياحي,مكتمل,"منطقة الجوف, دومة الجندل"
متحف الباحة الإقليمي – Al Baha Museum,False,Leisure/Tourism,"['Government', 'Leisure/Tourism']",2,30227953.0,9000.0,Al-Baha,الباحة,False,ok,True,2010-03-26,,,2010.0,exact,,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"منطقة الباحة, الباحة"
مول برج جدة – Jeddah Tower Mall,False,Leisure/Tourism,"['Commercial', 'Leisure/Tourism']",2,,344328.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"منطقة مكة المكرمة, جدة"
منتجع عنيزة – Unaizah Resort,False,Leisure/Tourism,"['Hospitality', 'Leisure/Tourism']",2,170000000.0,120000.0,Al-Qaseem,عنيزة,False,ok,True,,,,,,,Proposed,False,ترفيهي/سياحي,المشاريع المقترحة,"منطقة القصيم, عنيزة"
بيت الفن – Bayt Al Fann,False,Leisure/Tourism,"['Commercial', 'Leisure/Tourism']",2,,8500.0,Makkah Al-Mokarramah,جدة,False,ok,False,2017-06-01,,,2017.0,month-level,,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
المبنى الاخضر بينبع الصناعية – Yanbu Royal Commission Green Building...,True,Leisure/Tourism,"['Government', 'Leisure/Tourism']",2,,4600.0,Al-Madinah Al-Monawarah,ينبع,False,ok,False,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"ينبع, منطقة المدينة المنورة"
رويال غرينز – Royal Greens,False,Leisure/Tourism,['Leisure/Tourism'],1,147774605.0,800000.0,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,ok,True,2009-03-18,2018-02-28,3269.0,2009.0,exact,month-level,Completed,False,ترفيهي/سياحي,مكتمل,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
حديقة الفيصليه بالطائف – Garden Faisaliah Taif,False,Leisure/Tourism,"['Government', 'Leisure/Tourism']",2,21750000.0,75000.0,Makkah Al-Mokarramah,الطائف,False,ok,True,,2015-11-08,,,,exact,Completed,False,ترفيهي/سياحي,مكتمل,"منطقة مكة المكرمة, الطائف"
المركز الحضاري الشرقي بمكة المكرمة,False,Leisure/Tourism,"['Commercial', 'Government', 'Health', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Residential']",7,,460000.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"مكة المكرمة, منطقة مكة المكرمة"
الواجهة البحرية بالحمراء – Hamra Waterfront,False,Leisure/Tourism,"['Commercial', 'Hospitality', 'Leisure/Tourism']",3,950000000.0,332000.0,Makkah Al-Mokarramah,جدة,False,ok,True,2014-05-18,2020-01-01,2054.0,2014.0,exact,exact,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
مركز ومدرسة الفنون بالدرعية – Addiriyah arts centre and art school...,True,Leisure/Tourism,"['Government', 'Leisure/Tourism', 'Scientific']",3,80000000.0,7615.0,Al-Riyadh,الدرعية,False,ok,True,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"منطقة الرياض, الدرعية"
تطوير عرقة القديمة – Old Arqah Development,False,Leisure/Tourism,"['Commercial', 'Government', 'Hospitality', 'Leisure/Tourism']",4,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Announced,False,ترفيهي/سياحي,معلن عنه,"منطقة الرياض, الرياض"
منتجع وسبا الثمامة –  Al Thumamah Resort and Spa,False,Leisure/Tourism,"['Hospitality', 'Leisure/Tourism']",2,,109000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"منطقة الرياض, الرياض"
اليمامة ثقافة بارك – Yamamah Culture Park,False,Leisure/Tourism,"['Commercial', 'Hospitality', 'Leisure/Tourism']",3,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"منطقة الرياض, الرياض"
منتجع رويال أمواج – Royal Amwaj Resort,False,Leisure/Tourism,['Leisure/Tourism'],1,,1000000.0,Eastern Region,الخبر,False,ok,False,2003-07-01,,,2003.0,month-level,,Under construction,False,ترفيهي/سياحي,تحت الإنشاء,"المنطقة الشرقية, الخبر"
ذا زون – The Zone,False,Leisure/Tourism,"['Commercial', 'Leisure/Tourism']",2,,50000.0,Al-Riyadh,الرياض,False,ok,False,2017-04-01,2018-12-31,639.0,2017.0,month-level,year-level,Delayed,True,ترفيهي/سياحي,متأخر,"منطقة الرياض, الرياض"
أجمكان – AJMAKAN,False,Leisure/Tourism,"['Commercial', 'Hospitality', 'Leisure/Tourism', 'Residential']",4,,1840000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Stalled,True,ترفيهي/سياحي,متعثر,"منطقة الرياض, الرياض"
حديقة الشلال – AlShallal Theme Park,False,Leisure/Tourism,['Leisure/Tourism'],1,,60000.0,Makkah Al-Mokarramah,جدة,False,ok,False,2000-10-01,2004-12-31,1552.0,2000.0,month-level,year-level,Completed,False,ترفيهي/سياحي,مكتمل,"منطقة مكة المكرمة, جدة"
