name_project,name_truncated,sector_en,all_sectors,n_types,budget_project,area_sqm,region,city,is_multi_region,area_parse_status,has_budget,start_date,end_date,duration_days,start_year,start_date_precision,end_date_precision,status_en,is_at_risk,sectors,status_project,region_project
فندق الموسى – ALMOSA HOTEL,False,Commercial,"['Commercial', 'Hospitality']",2,,1500.0,Al-Riyadh,الرياض,False,ok,False,2017-03-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
البنك المركزي الخليجي – Gulf Cooperation Council Bank,False,Commercial,['Commercial'],1,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
فندق املج – UMLOJ Hotel,False,Commercial,"['Commercial', 'Hospitality']",2,,20000.0,Tabouk,أملج,False,ok,False,2016-11-01,,,2016.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة تبوك, أملج"
مركز التجارة العالمي – World Trade Center,False,Commercial,['Commercial'],1,900000000.0,,Al-Riyadh,الرياض,False,empty,True,,,,,,,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
أبحر بلازا – Obhur Plaza,False,Commercial,['Commercial'],1,,25996.0,Makkah Al-Mokarramah,جدة,False,ok,False,,2018-04-30,,,,month-level,Delayed,True,تجاري,متأخر,"منطقة مكة المكرمة, جدة"
الروابي بلازا – AL RAWABI PLAZA,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,15353.0,Al-Riyadh,الرياض,False,ok,False,2017-01-01,2017-05-31,150.0,2017.0,year-level,month-level,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
برج هرفي المكتبي,False,Commercial,['Commercial'],1,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
كورت يارد ماريوت الخبر – Marriott Courtyard Khobar,False,Commercial,"['Commercial', 'Hospitality']",2,,47110.0,Eastern Region,الخبر,False,ok,False,,2019-07-31,,,,month-level,Delayed,True,تجاري,متأخر,"المنطقة الشرقية, الخبر"
مكاتب إدارية خاصة VIP,False,Commercial,['Commercial'],1,,870.0,Al-Riyadh,الرياض,False,ok,False,2015-08-01,2017-01-31,549.0,2015.0,month-level,month-level,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
دينا سكوير – Dina Square,False,Commercial,['Commercial'],1,,15118.0,Makkah Al-Mokarramah,جدة,False,ok,False,2016-10-01,2017-09-01,335.0,2016.0,month-level,exact,Delayed,True,تجاري,متأخر,"منطقة مكة المكرمة, جدة"
المسرة سكوير – Al-Massara Square,False,Commercial,"['Commercial', 'Hospitality']",2,,8047.0,Makkah Al-Mokarramah,جدة,False,ok,False,2017-06-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
مجمع حديقة الورود 2 -2 Rose Garden complex,False,Commercial,['Commercial'],1,,6000.0,Al-Riyadh,الرياض,False,ok,False,2017-03-01,,,2017.0,month-level,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
أرينا بارك – Arena Park,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,248000.0,Al-Riyadh,الرياض,False,ok,False,,2019-09-01,,,,exact,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
مبنى بنك ساب في جدة,False,Commercial,['Commercial'],1,,6765.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
أبراج البيت 58 – Al-Bayt 58 Tower,False,Commercial,"['Commercial', 'Residential']",2,,23812.0,Al-Riyadh,الرياض,False,ok,False,2017-11-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
لو جاردان دو الرياض – Le Jardin d’Eau Riyadh,False,Commercial,"['Commercial', 'Hospitality', 'Leisure/Tourism']",3,33000000000.0,,Al-Riyadh,الرياض,False,empty,True,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
السلام مول – Salam Mall,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,130000000.0,328516.0,Makkah Al-Mokarramah,جدة,False,ok,True,,,,,,,Completed,False,تجاري,مكتمل,"منطقة مكة المكرمة, جدة"
مركز الروضة – Rawda Center,False,Commercial,['Commercial'],1,,9000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
الشاطيء بارك للأعمال – Al Shatee Business Park,False,Commercial,['Commercial'],1,,21900.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
المغرزات بلازا – AL MUGHAREZAT PLAZA,False,Commercial,['Commercial'],1,,15000.0,Al-Riyadh,الرياض,False,ok,False,2017-01-01,2017-07-27,207.0,2017.0,year-level,exact,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
مجمع المكرونة السكني – Al Makarona Community,False,Commercial,"['Commercial', 'Residential']",2,,9800.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
الياسمين بلازا,False,Commercial,['Commercial'],1,,12780.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مقر الادارة العامة لشركة أملاك العالمية,False,Commercial,['Commercial'],1,,1050.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
برج كريستال تاور جدة – Burj Crystal Tower Jeddah,False,Commercial,['Commercial'],1,,2200.0,Makkah Al-Mokarramah,جدة,False,ok,False,2014-05-01,2017-12-31,1340.0,2014.0,month-level,year-level,Delayed,True,تجاري,متأخر,"منطقة مكة المكرمة, جدة"
يونيون سكوير الخبر – Union Square Al-Khobar,False,Commercial,"['Commercial', 'Hospitality', 'Leisure/Tourism', 'Residential']",4,,49813.0,Eastern Region,الخبر,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"المنطقة الشرقية, الخبر"
مجمع بلاتين سنتر  – Platinun Center Complex,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,4300.0,Al-Qaseem,بريدة,False,ok,False,2015-07-01,2017-09-01,793.0,2015.0,month-level,exact,Completed,False,تجاري,مكتمل,"منطقة القصيم, بريدة"
هيلتون جاردن إن الأحساء –  Hilton Garden Inn™ Al Ahsa,False,Commercial,"['Commercial', 'Hospitality']",2,,6500.0,Eastern Region,الأحساء,False,ok,False,2014-07-01,2018-06-30,1460.0,2014.0,month-level,month-level,Delayed,True,تجاري,متأخر,"المنطقة الشرقية, الأحساء"
لولو مول الأحساء – Lulu Mall Al Ahsa,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,56000.0,Eastern Region,الأحساء,False,ok,False,2014-07-01,2017-04-26,1030.0,2014.0,month-level,exact,Completed,False,تجاري,مكتمل,"المنطقة الشرقية, الأحساء"
هيلتون® الإحساء – Hilton Al Ahsa,False,Commercial,"['Commercial', 'Hospitality']",2,,18000.0,Eastern Region,الأحساء,False,ok,False,2013-12-01,2018-04-01,1582.0,2013.0,month-level,exact,Delayed,True,تجاري,متأخر,"المنطقة الشرقية, الأحساء"
مركز الاحساء التجاري – AlAhsa Centre,False,Commercial,"['Commercial', 'Hospitality']",2,,10441.0,Eastern Region,الأحساء,False,ok,False,2013-10-10,2017-10-10,1461.0,2013.0,exact,exact,Delayed,True,تجاري,متأخر,الأحساء
واجهة التسوق –  Shopping Front,False,Commercial,"['Commercial', 'Hospitality', 'Leisure/Tourism']",3,,180000.0,Al-Riyadh,الرياض,False,ok,False,2016-01-01,2018-12-31,1095.0,2016.0,year-level,year-level,Delayed,True,تجاري,متأخر,"منطقة الرياض, الرياض"
برجين سكني وتجاري في الرياض,False,Commercial,"['Commercial', 'Residential']",2,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة الرياض, الرياض"
واجهة الأعمال – Business Front,False,Commercial,"['Commercial', 'Hospitality']",2,,200000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
برج بنك ساب – SABB Bank Tower,False,Commercial,['Commercial'],1,,55600.0,Al-Riyadh,الرياض,False,ok,False,2018-01-01,2020-01-01,730.0,2018.0,year-level,exact,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
ضاحية الاصفر في الأحساء –  Dahyat Al Asfar in Al-Ahsa,False,Commercial,"['Commercial', 'Government', 'Infrastructure']",3,,55000000.0,Eastern Region,الأحساء,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"المنطقة الشرقية, الأحساء"
أبتاون مكة – Uptown Makkah,False,Commercial,"['Commercial', 'Residential']",2,,,Makkah Al-Mokarramah,مكة المكرمة,False,empty,False,,,,,,,Announced,False,تجاري,معلن عنه,"مكة المكرمة, منطقة مكة المكرمة"
افينيو مول ابحر – Avenue Mall Abhor,False,Commercial,"['Commercial', 'Health', 'Hospitality', 'Leisure/Tourism', 'Residential']",5,,169684.0,Makkah Al-Mokarramah,جدة,False,ok,False,2016-08-01,,,2016.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
مجمع حديقة الورود – Rose Garden complex,False,Commercial,['Commercial'],1,,3600.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
تطوير حي الدحو – Addoho Quarter Renewal,False,Commercial,"['Commercial', 'Government', 'Hospitality', 'Infrastructure', 'Leisure/Tourism']",5,,40468.6,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
برج شركة المياه الوطنية – NWC Tower,False,Commercial,"['Commercial', 'Government']",2,,3750.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة الرياض, الرياض"
كمباوند الغدير – Alghadeer compound,False,Commercial,"['Commercial', 'Residential']",2,,6000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مجمع مطاعم اورا – Aura Restaurants Complex,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,10600.0,Al-Riyadh,الرياض,False,ok,False,2017-01-01,,,2017.0,year-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مجمع مطاعم شاندلير – Chandelier Restaurants Complex,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,4200.0,Al-Riyadh,الرياض,False,ok,False,2016-09-01,,,2016.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مدينة الأحلام,False,Commercial,"['Commercial', 'Education', 'Health', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Religious/Charity', 'Residential', 'Sports']",9,4000000000.0,800000.0,Aseer,خميس مشيط,False,ok,True,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة عسير, خميس مشيط"
دبل تري هيلتون بريدة – DoubleTree by Hilton™Buraydah,False,Commercial,"['Commercial', 'Hospitality']",2,,8000.0,Al-Qaseem,بريدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة القصيم, بريدة"
مركز المحمل التجاري,False,Commercial,['Commercial'],1,,,Eastern Region,الدمام,False,empty,False,,2016-08-01,,,,exact,Completed,False,تجاري,مكتمل,"المنطقة الشرقية, الدمام"
مستشفى د.سليمان الحبيب بجدة – Dr. Sulaiman AL-Habib Hospital in Jeddah...,True,Commercial,"['Commercial', 'Health']",2,,21200.0,Makkah Al-Mokarramah,جدة,False,ok,False,2018-08-01,,,2018.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
مركز كليمنصو الطبي الرياض –  CLEMENCEAU MEDICAL CENTER RIYADH,False,Commercial,"['Commercial', 'Health']",2,450000000.0,6500.0,Al-Riyadh,الرياض,False,ok,True,2016-01-01,2018-08-01,943.0,2016.0,year-level,exact,Delayed,True,تجاري,متأخر,"منطقة الرياض, الرياض"
سنترال بارك الرياض – Riyadh Central Park,False,Commercial,"['Commercial', 'Hospitality', 'Leisure/Tourism']",3,,2000000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
مستشفى الشرق الأوسط الرياض – Middle East Hospital Riyadh,False,Commercial,"['Commercial', 'Health']",2,,141320.0,Al-Riyadh,الرياض,False,ok,False,2016-09-01,2019-11-01,1156.0,2016.0,month-level,exact,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
توسعة مستشفى الرعايه بروكير الخبر – Procare Hospital Expansion...,True,Commercial,"['Commercial', 'Health']",2,100000000.0,20587.0,Eastern Region,الخبر,False,ok,True,2015-08-01,2017-03-01,578.0,2015.0,month-level,exact,Completed,False,تجاري,مكتمل,"المنطقة الشرقية, الخبر"
مستشفى ميديسينا جدة –  MEDICENA HOSPITAL JEDDAH,False,Commercial,"['Commercial', 'Health']",2,,3000000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
مستشفى المواساة بالخبر – Mouwasat Hospital Al Khobar,False,Commercial,"['Commercial', 'Health']",2,440000000.0,53979.0,Eastern Region,الخبر,False,ok,True,2015-07-01,2019-03-01,1339.0,2015.0,month-level,exact,Delayed,True,تجاري,متأخر,"المنطقة الشرقية, الخبر"
مدينة البترجي الطبية في الدمام – THE BATTERJEE MEDICAL CITY IN DAMMA...,True,Commercial,"['Commercial', 'Health']",2,4000000000.0,90000.0,Eastern Region,الدمام,False,ok,True,2016-10-01,2018-11-01,761.0,2016.0,month-level,exact,Delayed,True,تجاري,متأخر,"المنطقة الشرقية, الدمام"
توسعة غرناطة مول – Granada Mall Extension,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,336000000.0,67500.0,Al-Riyadh,الرياض,False,ok,True,,2018-11-01,,,,exact,Delayed,True,تجاري,متأخر,"منطقة الرياض, الرياض"
مجمع العضيب – Alodhaib Complex,False,Commercial,"['Commercial', 'Hospitality', 'Leisure/Tourism']",3,,14000.0,Al-Qaseem,بريدة,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة القصيم, بريدة"
النخلة مول بريدة – Al Nakhla Mall Buraidah,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,16000.0,Al-Qaseem,بريدة,False,ok,False,,2017-12-31,,,,year-level,Delayed,True,تجاري,متأخر,"منطقة القصيم, بريدة"
مستشفى السلام – AL SALAM HOSPITAL,False,Commercial,"['Commercial', 'Health']",2,488000000.0,50000.0,Eastern Region,الخبر,False,ok,True,2016-10-19,2018-11-01,743.0,2016.0,exact,exact,Delayed,True,تجاري,متأخر,"المنطقة الشرقية, الخبر"
مستشفى سند – Sanad Hospital,False,Commercial,"['Commercial', 'Health']",2,,10200.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مجمع جنات الرياض – JANNAT COMPOUND RIYADH,False,Commercial,"['Commercial', 'Education', 'Health', 'Hospitality', 'Leisure/Tourism', 'Residential', 'Sports']",7,,4200000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مركز المعارض + المؤتمرات في مطار الملك خالد الدولي –...,True,Commercial,"['Commercial', 'Hospitality', 'Leisure/Tourism']",3,,2000000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
برج العثمان الفندقي – Al Othman Tower,False,Commercial,"['Commercial', 'Hospitality']",2,,7011.48,Al-Riyadh,الرياض,False,ok,False,2016-04-25,2017-10-04,527.0,2016.0,exact,exact,Delayed,True,تجاري,متأخر,"منطقة الرياض, الرياض"
مزدلفة مول – Muzdalifa Mall,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,469612.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,2017-11-30,,,,month-level,Delayed,True,تجاري,متأخر,"مكة المكرمة, منطقة مكة المكرمة"
جادة الجامعة – University Boulevard,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,140503.0,Al-Riyadh,الرياض,False,ok,False,2016-10-01,2019-04-30,941.0,2016.0,month-level,month-level,Delayed,True,تجاري,متأخر,"منطقة الرياض, الرياض"
ديار السلام – Diyar Al Salam,False,Commercial,"['Commercial', 'Residential']",2,,,Makkah Al-Mokarramah,جدة,False,empty,False,2015-01-01,2018-03-31,1185.0,2015.0,year-level,month-level,Completed,False,تجاري,مكتمل,"منطقة مكة المكرمة, جدة"
حي جلمودة,False,Commercial,"['Commercial', 'Infrastructure', 'Residential']",3,,,Eastern Region,الجبيل,False,empty,False,2011-01-01,,,2011.0,year-level,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الجبيل"
أرض مكة,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,,Makkah Al-Mokarramah,مكة المكرمة,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"مكة المكرمة, منطقة مكة المكرمة"
أبراج الحناكي السكنية,False,Commercial,"['Commercial', 'Residential']",2,,44000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
فندق دبل تري جازان – DoubleTree Hotel Jazan,False,Commercial,"['Commercial', 'Hospitality']",2,,13700.0,Jazan,جازان,False,ok,False,2015-03-01,2019-03-01,1461.0,2015.0,month-level,exact,Delayed,True,تجاري,متأخر,"منطقة جازان, جازان"
ستريب مول,False,Commercial,['Commercial'],1,40000000.0,5200.0,Eastern Region,الخبر,False,ok,True,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"المنطقة الشرقية, الخبر"
أبراج بوابة التحلية,False,Commercial,"['Commercial', 'Residential', 'Sports']",3,,83000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
ميني بوليفار – Miniboulevard,False,Commercial,['Commercial'],1,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Completed,False,تجاري,مكتمل,"منطقة مكة المكرمة, جدة"
حي تلال مكة,False,Commercial,"['Commercial', 'Residential']",2,,1266000.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"مكة المكرمة, منطقة مكة المكرمة"
مقر هيئة تطوير المدينة المنورة – Madinah Development Authority Headq...,True,Commercial,"['Commercial', 'Government']",2,,11656.0,Al-Madinah Al-Monawarah,المدينة المنورة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة المدينة المنورة, المدينة المنورة"
فلل أسكوت الرياض – Ascott Villas Riyadh,False,Commercial,"['Commercial', 'Hospitality']",2,,42000.0,Al-Riyadh,الرياض,False,ok,False,2016-07-25,2017-11-30,493.0,2016.0,exact,month-level,Delayed,True,تجاري,متأخر,"منطقة الرياض, الرياض"
الياسمين مول – Yasmin Mall,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,101672.0,Makkah Al-Mokarramah,جدة,False,ok,False,2012-06-01,2016-03-01,1369.0,2012.0,month-level,exact,Completed,False,تجاري,مكتمل,"منطقة مكة المكرمة, جدة"
توسعة النخيل مول – الرياض,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,60000.0,Al-Riyadh,الرياض,False,ok,False,,2018-10-31,,,,month-level,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
زهرة مول – Zahra Mall,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,101334.0,Makkah Al-Mokarramah,جدة,False,ok,False,,2017-10-31,,,,month-level,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
أبراج بكة – BAKKAH TOWER,False,Commercial,"['Commercial', 'Hospitality']",2,,6550.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"مكة المكرمة, منطقة مكة المكرمة"
أبراج كيه كيه,False,Commercial,"['Commercial', 'Hospitality']",2,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
كليات الغد الدولية للعلوم الصحية التطبيقية بالرياض ̵...,True,Commercial,"['Commercial', 'Education']",2,,277000.0,Al-Riyadh,الرياض,False,ok,False,,2019-09-30,,,,month-level,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
كليات المعرفة – Almaarefa Colleges,False,Commercial,"['Commercial', 'Education']",2,1500000000.0,212950.0,Al-Riyadh,الدرعية,False,ok,True,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الدرعية"
كورنيش الرياض,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,200000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
تاور تراس – Tower Terrace,False,Commercial,['Commercial'],1,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
ابراج ميراب الفندقية,False,Commercial,"['Commercial', 'Hospitality']",2,,,Al-Riyadh,الرياض,False,empty,False,2016-03-01,,,2016.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مشروع إسكان الأفراد والموظفين (القرية العمالية) بغرب ا�...,True,Commercial,"['Commercial', 'Residential']",2,,710877.0,Al-Riyadh,الرياض,False,ok,False,2014-12-01,,,2014.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
أبراج الإجابة – Ejaba Towers,False,Commercial,"['Commercial', 'Hospitality']",2,,18179.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"مكة المكرمة, منطقة مكة المكرمة"
مدينة مطار الملك عبدالعزيز الدولي,False,Commercial,"['Commercial', 'Health', 'Hospitality', 'Leisure/Tourism', 'Residential']",5,,1000000.0,Makkah Al-Mokarramah,جدة,False,ok,False,2016-09-19,,,2016.0,exact,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
ميناء جدة الإسلامي,False,Commercial,"['Commercial', 'Government', 'Infrastructure']",3,,11200000.0,Makkah Al-Mokarramah,جدة,False,ok,False,1976-01-01,,,1976.0,year-level,,Completed,False,تجاري,مكتمل,"منطقة مكة المكرمة, جدة"
تطوير درب الخليل,False,Commercial,"['Commercial', 'Hospitality', 'Religious/Charity', 'Residential']",4,7000000000.0,65000.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,True,,,,,,,Announced,False,تجاري,معلن عنه,"مكة المكرمة, منطقة مكة المكرمة"
موفنبيك التحلية – Mövenpick Hotel,False,Commercial,"['Commercial', 'Hospitality']",2,,7273.0,Makkah Al-Mokarramah,جدة,False,ok,False,2016-04-01,2019-02-28,1063.0,2016.0,month-level,month-level,Completed,False,تجاري,مكتمل,"منطقة مكة المكرمة, جدة"
واحة الفنون –  Art Oasis,False,Commercial,"['Commercial', 'Leisure/Tourism', 'Residential']",3,120000000.0,11640.0,Al-Riyadh,الرياض,False,ok,True,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة الرياض, الرياض"
مجمع عدن – EDEN,False,Commercial,"['Commercial', 'Residential']",2,80000000.0,5000.0,Makkah Al-Mokarramah,جدة,False,ok,True,2015-05-01,2018-06-30,1156.0,2015.0,month-level,month-level,Completed,False,تجاري,مكتمل,"منطقة مكة المكرمة, جدة"
أبراج كيلو 7 بجدة – Jeddah Kilo 7,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
مقر الهيئة السعودية للمهندسين,False,Commercial,['Commercial'],1,,2380.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مركز النمر,False,Commercial,"['Commercial', 'Residential']",2,,11000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
الصحافة سنتر,False,Commercial,['Commercial'],1,,12000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
التلال سنتر,False,Commercial,['Commercial'],1,,12000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
اليرموك سنتر,False,Commercial,['Commercial'],1,,10067.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
جرير بلازا الرياض,False,Commercial,['Commercial'],1,,10067.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
آجا بلازا,False,Commercial,['Commercial'],1,,22000.0,Hail,حائل,False,ok,False,,,,,,,Completed,False,تجاري,مكتمل,"منطقة حائل, حائل"
التعاون سكوير – AlTaawoun Square,False,Commercial,['Commercial'],1,,3733.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
الحسن سكوير,False,Commercial,['Commercial'],1,,7365.0,Al-Riyadh,الرياض,False,ok,False,,2016-08-31,,,,month-level,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
الثغر بلازا,False,Commercial,['Commercial'],1,,71000.0,Al-Riyadh,الرياض,False,ok,False,,2016-06-30,,,,month-level,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
عود ديونز,False,Commercial,['Commercial'],1,,10258.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
عود سكوير,False,Commercial,['Commercial'],1,,,Al-Riyadh,الرياض,False,empty,False,,,,,,,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
مستشفى AMC للرعاية الطبية طويلة الأمد – AMC Long-Term Medical Car...,True,Commercial,"['Commercial', 'Health']",2,400000000.0,27000.0,Al-Riyadh,الرياض,False,ok,True,2016-08-01,2018-03-01,577.0,2016.0,month-level,exact,Delayed,True,تجاري,متأخر,"منطقة الرياض, الرياض"
مجمع سدرة للمطاعم – Sidra Mall Riyadh,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,10000.0,Al-Riyadh,الرياض,False,ok,False,2016-04-01,2018-03-31,729.0,2016.0,month-level,month-level,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
القرية الطبية بالرياض – Medical Village Riyadh,False,Commercial,"['Commercial', 'Education', 'Health', 'Hospitality', 'Residential']",5,,250000.0,Al-Riyadh,الرياض,False,ok,False,2016-01-01,,,2016.0,year-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
الوادي سكوير,False,Commercial,['Commercial'],1,,4250.0,Al-Riyadh,الرياض,False,ok,False,,2016-03-01,,,,exact,Completed,False,تجاري,مكتمل,"منطقة الرياض, الرياض"
